twitter_id,name,created_at,text 
1338098361921101826,DeborahM556,12/13/20,'This is very important to know. Please check this chart. 🚨 🚨🚨 👇🏻👇🏻'
1338098365473558530,JustAnotherLaug,12/13/20,"'thank you, oh so gracious #covid19 #makersofcovid19. You've avenged many peopled forced into having 2 spend many of… https://t.co/heSKZVLg7b'"
1338098369697222658,neckfat3,12/13/20,'RT @DrEricDing: The next 3 months will be the darkest winter in American history. Please protect your families and your community. #COVID19…'
1338098370079051776,ingrnmts,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098373824565248,SlowTwista,12/13/20,'Rise funds... anyone else?'
1338098375703601155,madelaam,12/13/20,'RT @ECDC_EU: Today's #COVID19 update (12.12.2020)  Global: ▪ 70 332 414 cases ▪ 1 596 000 deaths  EU/EEA/UK: ▪ 14 824 355 cases ▪ 369 840…'
1338098378337611777,RachieRenee,12/13/20,'These things were already available. Too easy to cure. So without them= PLANDEMIC!'
1338098379960713218,AMiceMarina,12/13/20,'RT @DrEricDing: Florida man...  ...pays for the overdue utility bills of 114 local residents with next bills due on day after Christmas.…'
1338098383546793984,lightboxgallery,12/13/20,'RT @MollyJongFast: She was 29. https://t.co/Y5OL7HgD1Q'
1338098387271503881,kika17_,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098387514609664,Sristi_agrawal,12/13/20,"'RT @Utsav97586004: College is missing us, Taking various steps to make us come to college #boycottcodetantra #srmboycottsprocotor #srmstude…'"
1338098387522973697,TheStormSailor1,12/13/20,"'As per https://t.co/58OUepmDHU statistics globally 2,205 people are currently dying per day of Covid19 and 3,406 pe… https://t.co/PgAOnSFKUz'"
1338098391960543233,vijaygathala74,12/13/20,"'RT @ashokgehlot51: Wishing speedy recovery to BJP MLA, Chandrakanta Meghwal ji, who has tested positive for #COVID19. May she gets well soo…'"
1338098393420279808,irismariefrison,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098398646321160,RonanInManila,12/13/20,'COVAX is a WHO mechanism to help low and middle-income countries have access to a COVID19 vaccine once available. 1… https://t.co/MbTpljxU14'
1338098399367720960,saraswantos,12/13/20,'RT @CMichaelGibson: The latest Above The Fold in Healthcare! https://t.co/EjBmAbaJFw Thanks to @Reuters_Health @medpagetoday #covid19 #phys…'
1338098402362597376,Berna_BM,12/13/20,"'RT @HHSGov: General Perna of Operation Warp Speed (#OWS) says it’s all about saving lives. This is the beginning of the end, as the first #…'"
1338098404996616200,TheNowMovement2,12/13/20,'RT @Sophie_Mokoena: Good morning Africa. COVID19 SECOND WAVE is real. Many people are  infected. The Death toll is rising. Please comply wi…'
1338098406611320832,buddho_buddho,12/13/20,'Eat natto and miso soup (for Vitamin K) and get some sun and fresh air. Take some Vitamin C too.'
1338098409169956867,toddbarnard,12/13/20,'RT @Geniusbastard: A month ago. Not a mask to be seen.'
1338098409593593856,Proxoneta1,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098410663026690,zorinstv,12/13/20,'Pfizer will be publicly available in US from Monday #Pfizer #COVID19 #vaccine #unitedstates https://t.co/Ot5NETxMuG'
1338098413414584322,BenoitAntonetti,12/13/20,'RT @ScienceNews: Here's a look back at how COVID-19 took over 2020 and how society attempted to fight back. https://t.co/laKoXFbtFD'
1338098418451931138,drumcodeuk,12/13/20,"'June: masks July: masks August: masks September: masks October: masks November: masks December: fuck it, we need a… https://t.co/8mXSOLpJQC'"
1338098419768958977,riocard911,12/13/20,'RT @DrEricDing: How do we visualize almost 300k #COVID19 death? Here are 278528 coffins ⚰️ stacked 64x64x68 next to the White House (51 met…'
1338098421631123458,Ramji370,12/13/20,'RT @DDNewslive: BJP President @JPNadda tests positive for #COVID19  https://t.co/cLAcE1yJX4'
1338098421849346050,DCornpole,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098422788874247,KathyGr58461685,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098425712218117,thuyzoomynguye1,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized. https://t.co/HXFmyNpwIH'
1338098430418280449,MCraigMcCormick,12/13/20,"'RT @LisaBarrettID: Today!! This rapid pop up testing for people over 16, no symptoms, exposures, travel or contacts. Thanks everyone for vo…'"
1338098436051111936,singhangad1208,12/13/20,'RT @AnonymousStray: When govt thinks going to previous question and having navigation in an exam isn't malpractice and they have it in the…'
1338098437171064832,queekie1,12/13/20,'RT @DrEricDing: PANDEMIC DENIALISM LUNACY. All #COVID19 deniers should have to volunteer / work in the hospital or a morgue themselves... w…'
1338098438613983232,JoeLaw73161631,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098439893131264,ReubenHeart,12/13/20,'RT @DrEricDing: The next 3 months will be the darkest winter in American history. Please protect your families and your community. #COVID19…'
1338098445685420038,DileepChakky,12/13/20,'Instructive to see how we have handled #COVID19 overall!'
1338098447493296129,ReenieGeraci,12/13/20,'RT @DrEricDing: Republicans are also so quiet every time one of their own is #COVID19 positive diagnosed or drops into the hospital.   The…'
1338098449556910081,tweetyfairy,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098453998604289,SharnWhite,12/13/20,'The latest The Australian FamilyHistory4u Daily! https://t.co/kN6aIRJ72V Thanks to @pmagn @janice_martin5 @Lubna_BaH #covid19 #australia'
1338098463448440833,eseison,12/13/20,"'Cases, cases, cases though. Look at all these cases @GovRaimondo'"
1338098463633002497,retiredvet27,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098465629409285,zippy90585963,12/13/20,'RT @DrEricDing: Keep fighting @Cleavon_MD. And @YumaRegional executives need to have their asses sued for public endangerment and damaging…'
1338098465750962176,the5thpriestess,12/13/20,'RT @TSwiftNZ: 🎁 | Burmese (Myanmar) fans have donated over 1 million Kyats ($770 USD) to local charity “We Love Yangon” helping with #covid…'
1338098465553985536,PavelBoytchev,12/13/20,"'Decision #77: Elevators transport agents in packs. Cabins are areas of higher rick of infection, so I had to model… https://t.co/5iKKT0XoON'"
1338098468091551747,Katie78483813,12/13/20,'RT @TracyICQ: Well would you look at that.....'
1338098469827981313,mollox,12/13/20,'@Independent_ie That would be handy for breaking up #covid19 street parties! @CMOIreland wants to order one for each #NPHET member. 😎'
1338098470385750018,ineverreallykno,12/13/20,"'@fines don’t just coalesce they aggregate, soon the state of NJ can provide a public gym for free. After restrictio… https://t.co/rinOQ7JVCE'"
1338098471165960193,usamabasit,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098472692707328,debleg58,12/13/20,'RT @DrEricDing: PANDEMIC DENIALISM LUNACY. All #COVID19 deniers should have to volunteer / work in the hospital or a morgue themselves... w…'
1338098477339987968,c_caviglia,12/13/20,'Word'
1338098478224822273,IceCreamJudas,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098479915126784,Babita921,12/13/20,'@TimesNow @JPNadda @MamataOfficial didi threw COVID19 infected bricks at him. It was a kind of bio weapon 😂😂'
1338098482054373379,vauxguy,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098484256382976,helena91783747,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098488895221763,georgemkeynes,12/13/20,'RT @KailashChandOBE: Dear @BorisJohnson   I have over 40 years experience in the NHS &amp; have seen the devastating consequences of #COVID19.…'
1338098494146551812,firefire100,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098495727808515,LREM_Chaumont,12/13/20,'@sylv1templier Posted...  https://t.co/KnjYaUpdk9'
1338098496591724546,Siddhusid2662,12/13/20,'RT @CollegeHumans: Now the students are being threatened &amp; blackmailed to write the exam in campus because SRMIST also knows that this plat…'
1338098496897839104,TammyJolle,12/13/20,'RT @AussieVal10: FFS if it was that contagious we would have dead bodies all over the streets in Hell-toria...'
1338098510462414848,warrenmc71,12/13/20,'RT @DrEricDing: @MehdiHasanShow @Twitter @Facebook Here is the math and the stark graphics'
1338098510554570754,Sun94974433,12/13/20,'RT @TheQuint: BREAKING | BJP President #JPNadda says he has tested positive for #COVID19 and is in home quarantine. https://t.co/XbBauQU3Da'
1338098511003475974,LicitrajJan,12/13/20,'RT @AwakenedOutlaw: If you believe the truth about treating #COVID19 is important enough NOT to be intentionally suppressed and withheld fr…'
1338098515273199619,Lorence_Hyler,12/13/20,"'RT @CTZebra: Tawauna Averette, 42yo RN, Kettering Health, Dayton, OH, died of #covid19 12/8. She was 35 wks pregnant- her baby girl was del…'"
1338098516577710081,xoRoyalPrincess,12/13/20,'Over this 😭'
1338098517743644672,bshakespeare1,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098518003572738,james66948908,12/13/20,"'“These data analyses suggest that in contrast to most people’s assumptions, the number of deaths by COVID-19 is not… https://t.co/MzLJJ2XC9p'"
1338098523770941446,carmenjessica26,12/13/20,'RT @TSwiftNZ: 🎁 | Burmese (Myanmar) fans have donated over 1 million Kyats ($770 USD) to local charity “We Love Yangon” helping with #covid…'
1338098530251104262,michell90853984,12/13/20,'I will not be mixing over christmas. I am also really pleased to say that in my work as a nurse everyone I have spo… https://t.co/QGWpZAfRSl'
1338098530922225667,squatchmom88,12/13/20,"'RT @CTZebra: Tawauna Averette, 42yo RN, Kettering Health, Dayton, OH, died of #covid19 12/8. She was 35 wks pregnant- her baby girl was del…'"
1338098531060551681,thePetmid,12/13/20,'Study: Dogs can be trained to detect Covid-19 https://t.co/ykt9760o0T via @thepetmid #dogs #dogsoftwitter #pets #covid #covid19'
1338098533380009988,AlanaLynn76,12/13/20,"'RT @ONT_Dad: Wow. So I’m confused. Aren’t we the province that has COVID under control in our schools? Oh, wait. Now I see the problem. For…'"
1338098534369857538,PraviNidza,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098535091331072,EmfFact,12/13/20,'@JerryKovacs @chillie2 If you complement that with advice to study how #quercetin helps protect and heal then maybe… https://t.co/fLcSFiNvM1'
1338098536739692546,Kalifornica,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098537360482305,WicomicoNAACP,12/13/20,'RT @CCAN: Energy is a human right -- keep the lights on and water running for ALL families this winter! @EnDemYall #covid19 #noshutoffs htt…'
1338098540917235713,GiannaBarberia,12/13/20,"'RT @HeatherHegedus: HAPPENING NOW: live on @boston25, the first shipments of the @pfizer #COVID19 vaccine are going out this morning. This…'"
1338098543022780416,Sofiaar49306021,12/13/20,"'RT @DrTedros: Likewise, @BTS_twt Jimin, Namjoon, Jin, Yoongi, Hobi, Taehyung &amp; Jungkook and crew - please take care of yourselves &amp; stay sa…'"
1338098543589023745,stevieinselby,12/13/20,"'RT @cpeedell: Sorry to come across as a Scrooge, but as an oncologist who is on a #COVID19 ward rota to help out our amazing acute medicine…'"
1338098545904250881,IamMosiuwaK,12/13/20,"'RT @championtenza: Eminent scientists have published research which proves that :  There's NO EVIDENCE of a pandemic,  There are NO TESTS c…'"
1338098545958604801,Margare58754295,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098546692792323,khalida_ahmed18,12/13/20,'📢Conference alert#SDC2020 Post#COvif-19 Pakistan with the doing good index'
1338098548152229892,AroIias,12/13/20,"'RT @IIASShimla: Tomorrow IIAS is organizing lecture on ""Heteropolarity and the New World Order"" (As part of “India in the Post-COVID19 Worl…'"
1338098549683326976,5_Coogs,12/13/20,'You do work for the NYT.   Nothing you post can be taken as science only political.   Did the check from Beijing cl… https://t.co/YKTYpHx7NB'
1338098552216690693,yvonnemoulds,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098552174751744,FreeSpeech_0,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098552971665408,CarolineLiquori,12/13/20,'RT @DrEricDing: @MehdiHasanShow We have got to stop the misinformation. I call on @Twitter and @Facebook to step up #COVID19 misinformation…'
1338098554108334080,OndaIjo,12/13/20,'RT @aGifttoken: Buy AGT aGifttoken Today! Click the link in bio to shop. Happy Holidays.  👉 https://t.co/UDpTNfwaC1  #christmas #christmast…'
1338098554812977152,MJ57323540,12/13/20,"'RT @Holbornlolz: LOL  Austrian MP tries a Govt funded  Corona test on a glass of coke, live, in Parliament.  Comes back positive for Covid1…'"
1338098558575276035,MajorMcBloodnok,12/13/20,"'RT @SonyKapoor: Few have seen Chancellor #Merkel as emotional as this  ""I really am sorry, from the bottom of my heart. But if the price we…'"
1338098558554271746,bobbidog,12/13/20,'Could not agree more👇'
1338098559820820480,Mohsinfanclub,12/13/20,"'RT @mchhalotiya: Wishing the @BJP4India President shri @JPNadda ji a very speedy recovery from #COVID19. We send him, our best wishes for a…'"
1338098561838407682,SwimDistance5,12/13/20,'@GovMurphy Arilis Gym is at it again'
1338098562836606976,LottyT,12/13/20,"'RT @SonyKapoor: Few have seen Chancellor #Merkel as emotional as this  ""I really am sorry, from the bottom of my heart. But if the price we…'"
1338098564153679873,TylerJacobP,12/13/20,'Thanks for equating war &amp; terror attacks with a global pandemic. Idk where I’d be without these geniuses running th… https://t.co/mTvqwiR1CY'
1338098574551355394,taylorswiftya13,12/13/20,'RT @TSwiftNZ: 🎁 | Burmese (Myanmar) fans have donated over 1 million Kyats ($770 USD) to local charity “We Love Yangon” helping with #covid…'
1338098578535796737,moneycontrolcom,12/13/20,'JUST IN | J P Nadda tests positive for #COVID19  LIVE UPDATES: https://t.co/jWlNsqJBOa https://t.co/694YuTPU86'
1338098579466948610,Amar32733071,12/13/20,'RT @TheQuint: BREAKING | BJP President #JPNadda says he has tested positive for #COVID19 and is in home quarantine. https://t.co/XbBauQU3Da'
1338098580331094017,MCEmory,12/13/20,"'RT @UN: Millions of people worldwide say they want to quit tobacco use, but struggle to do so, especially with the added stresses of #COVID…'"
1338098588962975745,Guy_de_Gisbourn,12/13/20,'Covid19'
1338098590707675137,AMiceMarina,12/13/20,'RT @DrEricDing: Stockholm’s ICU capacity hit 99% this week. Sweden 🇸🇪 is also completely out of ICU nursing staff because of high resignati…'
1338098590837772288,BilgeErten,12/13/20,'RT @DrEricDing: The next 3 months will be the darkest winter in American history. Please protect your families and your community. #COVID19…'
1338098593614409729,PapiGunzo01,12/13/20,'Dead'
1338098594570620931,NACOINDIA,12/13/20,'RT @COVIDNewsByMIB: #IndiaFightsCorona:  📍 Home care guide for people with suspected or confirmed #COVID19   ✅ Take advice from doctors ✅ W…'
1338098595493449728,KirkChris,12/13/20,'RT @SusanMichie: One science not mentioned by @uksciencechief is behavioural science...without behaviour #Covid19 vaccines are not vaccinat…'
1338098599683530753,go2ananya,12/13/20,"'Just lost my front door neighbour of 10yrs to #Covid19 😔 he was an old grandpa, what we know the entire household o… https://t.co/7PZ1YImMmb'"
1338098599733948419,Ashnikbiz,12/13/20,"'In the time of such crisis, we may have got some valuable lessons. Just like that, enterprises are evolving everyda… https://t.co/4tOQwGm6gM'"
1338098600409067520,ccpyaowan8,12/13/20,'RT @DrEricDing: The next 3 months will be the darkest winter in American history. Please protect your families and your community. #COVID19…'
1338098606209986561,janeintravel,12/13/20,"'RT @deepakurup: And averaging 430+ deaths in the UK over the past 40 days.    The desensitisation on this is phenomenal, and the media has…'"
1338098606323150852,SteveWildWolf,12/13/20,"'RT @cpeedell: Sorry to come across as a Scrooge, but as an oncologist who is on a #COVID19 ward rota to help out our amazing acute medicine…'"
1338098606981574658,n_pencilcactus,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098607279452160,sarahmdonnelly1,12/13/20,'Brilliant initiative @GeriSoc  providing a template for #HSCPs caring for #olderpeople to write to elected official… https://t.co/ltV8fnIkk7'
1338098607556276224,Dengelideli,12/13/20,"'RT @CTZebra: Audrey Ellis, 29yo Transplant RN, UC downtown Denver Hospital,   died of #covid19 cardiac damage 3/22. She loved life, Irish d…'"
1338098612446900227,corizance,12/13/20,'RT @HarbRimah: AI: What’s In Store For 2021? https://t.co/ziqGZOEWZA   #MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommuni…'
1338098612639850498,CorrineBassel,12/13/20,'RT @DrEricDing: Republicans are also so quiet every time one of their own is #COVID19 positive diagnosed or drops into the hospital.   The…'
1338098613482872832,LisaRobertsHfx,12/13/20,"'RT @LisaBarrettID: Today!! This rapid pop up testing for people over 16, no symptoms, exposures, travel or contacts. Thanks everyone for vo…'"
1338098613961023489,alicelovescorg1,12/13/20,'RT @DrFNA: I want to share my story with you; I think given my last post it is important. I am a participant in a Phase 3 clinical trial fo…'
1338098616339206146,_therealdebs,12/13/20,'RT @DrFNA: I want to share my story with you; I think given my last post it is important. I am a participant in a Phase 3 clinical trial fo…'
1338098616607629315,NTechlibre,12/13/20,"'The CCP is so far in, you'll never stop them now. You're about to get paid in full for the opium wars, The Han don'… https://t.co/TDwdSRk8EM'"
1338098619849863168,Totallytar,12/13/20,'@SenatorHassan @SenTedCruz @JohnCornyn @SenateGOP please set aside partisan politics and pass #COVID19 relief for w… https://t.co/5wkXZ73mhx'
1338098620273360897,indiatvnews,12/13/20,'Sputnik V COVID-19 vaccine likely to offer 2-year protection: Developers | via @IndiaTVNews  #SputnikV #coronavirus… https://t.co/yFfgLVSTdM'
1338098622580228096,CentreLeak,12/13/20,'#Breaking : BJP national president @JPNadda tests positive for #Covid19   #JPNadda  #COVID19  #coronavirus https://t.co/pllThBiRvj'
1338098623758946306,obsssa,12/13/20,'RT @HarbRimah: 14 Free Data Science Books to Add your list https://t.co/5gTQdMbBSR   #MachineLearning #DataScience #Python #AI #100DaysOfCo…'
1338098627676409856,spyshorenews,12/13/20,'Spy COVID-19 Daily Update Dec. 12 https://t.co/LDxmKQkbHO #Maryland #DorchesterCounty #COVID19 #JohnGriep #dailyupdates'
1338098627722489856,debethington,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098630662742017,phonyjae,12/13/20,'RT @BistrooIO: For the Dutchies 🇳🇱! Read  the article by @HorecaMag about how we're empowering restaurant owners and fresh producers during…'
1338098631317069824,DJTTruth,12/13/20,"'RT @timbofive: So CNN state elderly dying after vaccine ‘would be something we would expect,as a normal occurrence, because people die freq…'"
1338098636593524736,Mmadkour78,12/13/20,'RT @dw_politics: Merkel orders tough new #COVID19 curbs from Dec 16 - Jan 10:  🔹Non-essential shops will close 🔹Schools will close 🔹Contact…'
1338098636648050689,Layde_Phoenix,12/13/20,"'RT @Piper_Fogle: COVID19 Vaccine Should Be Avoided At All Cost  If a vaccination symptom develops after an mRNA vaccination, neither I nor…'"
1338098636706750465,ReginaAnnKydd,12/13/20,'RT @DrEricDing: PANDEMIC DENIALISM LUNACY. All #COVID19 deniers should have to volunteer / work in the hospital or a morgue themselves... w…'
1338098640947191810,HughDan1956,12/13/20,'@ScotRail Hopefully they will be kept after Covid19 as well. @dcotrail'
1338098641609908233,TheRevalue,12/13/20,'RT @Jimcorrsays: ‘Nobody should try for a child within three months of having the #COVID19 vaccine’ - Prof. Karina Butler https://t.co/4hyb…'
1338098646039076865,iPythonistaBot,12/13/20,'RT @HarbRimah: 14 Free Data Science Books to Add your list https://t.co/5gTQdMbBSR   #MachineLearning #DataScience #Python #AI #100DaysOfCo…'
1338098648069124096,TomKattman,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098649138679810,blackstembot,12/13/20,'RT @HarbRimah: WHY DO IT SECTORS NEED RPA?  https://t.co/Qn6Ke8LpU5   #MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommunit…'
1338098652598984710,SpunOut,12/13/20,'RT @anniewestdotcom: We still have a very small number of the Thank You Frontline workers #covid19 cards. All profits go to the excellent Y…'
1338098652271661058,nahluwalia20,12/13/20,"'Science is informing us that as we invade forest ecosystems &amp; destroy homes of species, we create conditions for ne… https://t.co/udwD9AdHkg'"
1338098654402383875,DiegoMa17408704,12/13/20,'RT @glxmedusa: Just yesterday they were going around Piñones without masks and the cops offered some and they refused them. The woman calle…'
1338098656709382144,nickrmet,12/13/20,"'RT @tlowdon: LA Public Health warns that hospital capacity is ""dangerously low,"" but official data shows that the 4 county-run DHS hospital…'"
1338098663038595072,claudiomassimi1,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098664225574914,rameshjagadabi,12/13/20,"'RT @TrickBolly: Due to covid19 pandemic, BO business has shrunk around 80% YoY in 2020, and it needs a huge impetus to revive the cinema in…'"
1338098667241283586,Arani18,12/13/20,'My article is featured on the @ResearchGate #COVID19 community page. Read it here:  https://t.co/QFlejs0N6v'
1338098668633792514,Dietitian_Tina,12/13/20,'Slowly returning with a new mindset. #MentalHealthAwareness #MentalHealthMatters #wellbeing #shielding #covid19'
1338098669510389766,FlopsAre,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098669577449472,shiny60120578,12/13/20,'RT @TSwiftNZ: 🎁 | Burmese (Myanmar) fans have donated over 1 million Kyats ($770 USD) to local charity “We Love Yangon” helping with #covid…'
1338098669849960450,NACOINDIA,12/13/20,'RT @COVIDNewsByMIB: #IndiaFightsCorona:  📍3 steps to stay protected from #COVID19   ➡️ Wash/ Sanitize hands regularly ➡️ Wear your mask pro…'
1338098671074807808,avatessmom,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098671402033152,iPythonistaBot,12/13/20,'RT @HarbRimah: WHY DO IT SECTORS NEED RPA?  https://t.co/Qn6Ke8LpU5   #MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommunit…'
1338098675936075776,Nordic_Mike,12/13/20,'RT @Jimcorrsays: Freedom Of Information Request To The NHS reveals that NO ONE Without Any Preexisting Medical Conditions Has Died From #CO…'
1338098677261471744,xaelbot,12/13/20,'RT @HarbRimah: WHY DO IT SECTORS NEED RPA?  https://t.co/Qn6Ke8LpU5   #MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommunit…'
1338098687965360128,BjayzusBob,12/13/20,"'I see you're reading my tweets Don,  thank you for your support,  Bob, in Ireland!'"
1338098688703438850,IndiaToday,12/13/20,'Sources say hundreds of protesters are sick but have refused to undergo #Covid19 tests. #FarmersProtest… https://t.co/wOwtch0jkb'
1338098690326609922,Freedom0fTweech,12/13/20,'RT @stillgray: This is why you should stop listening to epidemiologists. Everything they say is politicized.'
1338098691752697856,TangguhChairil,12/13/20,"'On December 12, @RSIS_NTU research fellow Muhammad Faizal Abdul Rahman wrote an article about counterterrorism amid… https://t.co/sFT1dDMyCe'"
1338098691534548993,ApdKangra,12/13/20,"'We're all tired of #COVID19,but the fact is COVID-19 is not tired of us.This pandemic isn't over &amp; cases are still… https://t.co/mucuK0eLxQ'"
1338098695070429191,debydoodle,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098695259234304,drehorgel123,12/13/20,'RT @HenryMakow: encore- Robert F. Kennedy Jr. warns: Don’t take a COVID-19 vaccine under any circumstances –  https://www.naturalnewsDOTcom…'
1338098698501427201,MKay_One,12/13/20,'@BDliveSA Whatever that means.. anyone who wants to continue making money will downplay the extent of covid19..'
1338098698715340802,BLPC_S,12/13/20,'RT @AwakenedOutlaw: If you believe the truth about treating #COVID19 is important enough NOT to be intentionally suppressed and withheld fr…'
1338098701332516864,matwhynott,12/13/20,'RT @nsgov: #COVID19 rapid testing pop-up sites are in #Antigonish today at the Amelia Saputo Centre (St. Francis Xavier University) and in…'
1338098703236784129,NelsonElNelz,12/13/20,'RT @semiloreee: Lol 😂 so he actually got a photographer to take pictures of him at night 😂😂😂'
1338098703555579907,dmrtownend,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098703765266432,SoniaL77,12/13/20,"'RT @cpeedell: Sorry to come across as a Scrooge, but as an oncologist who is on a #COVID19 ward rota to help out our amazing acute medicine…'"
1338098704817946624,ROBERTBLACK68,12/13/20,"'RT @donwinslow: This is Ian Smith owner of Atilis Gym in Bellmawr, NJ.  We are near 300,000 deaths from #COVID19.  In terms of casualties,…'"
1338098707586293765,_snc1,12/13/20,"'RT @cpeedell: Sorry to come across as a Scrooge, but as an oncologist who is on a #COVID19 ward rota to help out our amazing acute medicine…'"
1338098715328827393,Satyaki65509821,12/13/20,'RT @CollegeHumans: Now the students are being threatened &amp; blackmailed to write the exam in campus because SRMIST also knows that this plat…'
1338098715366658048,misplacedkiwi1,12/13/20,"'RT @cpeedell: I won’t be seeing my parents this Xmas, because as an NHS doctor I have seen the tragic consequences of #COVID19. I strongly…'"
1338098716864114689,kkoix,12/13/20,'RT @DrEricDing: Florida man...  ...pays for the overdue utility bills of 114 local residents with next bills due on day after Christmas.…'
1338098717279174658,NACOINDIA,12/13/20,'RT @COVIDNewsByMIB: #IndiaFightsCorona:   📍Try to #StayAtHome if you are sick or feeling unwell.  Unnecessary travelling and roaming around…'
1338098717359005696,flaquet1,12/13/20,'RT @Jimcorrsays: ‘Nobody should try for a child within three months of having the #COVID19 vaccine’ - Prof. Karina Butler https://t.co/4hyb…'
1338098721750478848,HamiltonJamesE,12/13/20,"'RT @headbangerwoman: @ember_november I have co-morbidities, hereditary for the most part.  I was diagnosed with #COVID19 in mid-September.…'"
1338098730071777281,bonney2020,12/13/20,'RT @alienartbeast: Have I ever told you guys that I identify as pregnant and lactating?  Dont judge me bro until you've seen these sweet sw…'
1338098730361376770,pemipo,12/13/20,"'Can you please just sit inside your house, quarantine and stop having this lackadaisical attitude to protecting the… https://t.co/zSj8BFIhyI'"
1338098733129592832,adhalejr,12/13/20,'RT @gbdeclaration: 1. We are resolute in our criticism of the #lockdown response to #Covid19  There is a growing body of evidence-based stu…'
1338098733364498432,SabinaPuri2,12/13/20,"'RT @grantstern: Republicans are great at investing.  First, buy stock in body bags.  Second, ignore #COVID19.  Third, PROFIT!  #DeadWrongFo…'"
